Iteration 0 with T: 24
[2019-11-27 12:21] Train Step 0000/4000, Batch Size = 128, Examples/Sec = 5156.07, Accuracy = 0.07, Loss = 2.367
[2019-11-27 12:35] Train Step 2010/4000, Batch Size = 128, Examples/Sec = 7268.67, Accuracy = 0.13, Loss = 2.003
[2019-11-27 12:35] Train Step 2020/4000, Batch Size = 128, Examples/Sec = 7184.24, Accuracy = 0.23, Loss = 1.848
[2019-11-27 12:35] Train Step 2030/4000, Batch Size = 128, Examples/Sec = 7219.31, Accuracy = 0.20, Loss = 1.927
[2019-11-27 12:35] Train Step 2040/4000, Batch Size = 128, Examples/Sec = 7322.80, Accuracy = 0.19, Loss = 1.902
[2019-11-27 12:35] Train Step 2050/4000, Batch Size = 128, Examples/Sec = 6802.90, Accuracy = 0.18, Loss = 1.884
[2019-11-27 12:35] Train Step 2060/4000, Batch Size = 128, Examples/Sec = 7359.94, Accuracy = 0.14, Loss = 1.890
[2019-11-27 12:35] Train Step 2070/4000, Batch Size = 128, Examples/Sec = 7286.22, Accuracy = 0.17, Loss = 1.914
[2019-11-27 12:35] Train Step 2080/4000, Batch Size = 128, Examples/Sec = 7086.28, Accuracy = 0.16, Loss = 1.847
[2019-11-27 12:35] Train Step 2090/4000, Batch Size = 128, Examples/Sec = 7280.30, Accuracy = 0.15, Loss = 1.945
[2019-11-27 12:35] Train Step 2100/4000, Batch Size = 128, Examples/Sec = 7042.41, Accuracy = 0.12, Loss = 1.897
[2019-11-27 12:35] Train Step 2110/4000, Batch Size = 128, Examples/Sec = 7422.32, Accuracy = 0.16, Loss = 1.955
[2019-11-27 12:35] Train Step 2120/4000, Batch Size = 128, Examples/Sec = 6889.94, Accuracy = 0.21, Loss = 1.910
[2019-11-27 12:35] Train Step 2130/4000, Batch Size = 128, Examples/Sec = 7225.91, Accuracy = 0.20, Loss = 1.925
[2019-11-27 12:35] Train Step 2140/4000, Batch Size = 128, Examples/Sec = 7120.78, Accuracy = 0.19, Loss = 1.879
[2019-11-27 12:35] Train Step 2150/4000, Batch Size = 128, Examples/Sec = 7898.06, Accuracy = 0.23, Loss = 1.847
[2019-11-27 12:35] Train Step 2160/4000, Batch Size = 128, Examples/Sec = 7969.82, Accuracy = 0.21, Loss = 1.920
[2019-11-27 12:35] Train Step 2170/4000, Batch Size = 128, Examples/Sec = 7215.04, Accuracy = 0.21, Loss = 1.889
[2019-11-27 12:35] Train Step 2180/4000, Batch Size = 128, Examples/Sec = 6776.19, Accuracy = 0.17, Loss = 1.952
[2019-11-27 12:35] Train Step 2190/4000, Batch Size = 128, Examples/Sec = 7260.21, Accuracy = 0.20, Loss = 1.863
[2019-11-27 12:35] Train Step 2200/4000, Batch Size = 128, Examples/Sec = 7563.37, Accuracy = 0.16, Loss = 1.906
[2019-11-27 12:35] Train Step 2210/4000, Batch Size = 128, Examples/Sec = 7283.56, Accuracy = 0.23, Loss = 1.843
[2019-11-27 12:35] Train Step 2220/4000, Batch Size = 128, Examples/Sec = 6972.26, Accuracy = 0.18, Loss = 1.882
[2019-11-27 12:35] Train Step 2230/4000, Batch Size = 128, Examples/Sec = 7336.91, Accuracy = 0.20, Loss = 1.954
[2019-11-27 12:35] Train Step 2240/4000, Batch Size = 128, Examples/Sec = 7987.25, Accuracy = 0.22, Loss = 1.896
[2019-11-27 12:35] Train Step 2250/4000, Batch Size = 128, Examples/Sec = 7247.37, Accuracy = 0.19, Loss = 1.905
[2019-11-27 12:35] Train Step 2260/4000, Batch Size = 128, Examples/Sec = 7507.74, Accuracy = 0.16, Loss = 1.875
[2019-11-27 12:35] Train Step 2270/4000, Batch Size = 128, Examples/Sec = 7108.33, Accuracy = 0.20, Loss = 1.857
[2019-11-27 12:35] Train Step 2280/4000, Batch Size = 128, Examples/Sec = 7307.85, Accuracy = 0.17, Loss = 1.901
[2019-11-27 12:35] Train Step 2290/4000, Batch Size = 128, Examples/Sec = 7183.08, Accuracy = 0.16, Loss = 1.923
[2019-11-27 12:35] Train Step 2300/4000, Batch Size = 128, Examples/Sec = 7917.75, Accuracy = 0.16, Loss = 1.896
[2019-11-27 12:35] Train Step 2310/4000, Batch Size = 128, Examples/Sec = 7367.21, Accuracy = 0.21, Loss = 1.899
[2019-11-27 12:35] Train Step 2320/4000, Batch Size = 128, Examples/Sec = 7925.35, Accuracy = 0.15, Loss = 1.866
[2019-11-27 12:35] Train Step 2330/4000, Batch Size = 128, Examples/Sec = 7096.59, Accuracy = 0.20, Loss = 1.918
[2019-11-27 12:35] Train Step 2340/4000, Batch Size = 128, Examples/Sec = 7320.90, Accuracy = 0.18, Loss = 1.952
[2019-11-27 12:35] Train Step 2350/4000, Batch Size = 128, Examples/Sec = 6856.94, Accuracy = 0.26, Loss = 1.871
[2019-11-27 12:35] Train Step 2360/4000, Batch Size = 128, Examples/Sec = 7349.46, Accuracy = 0.20, Loss = 1.880
[2019-11-27 12:35] Train Step 2370/4000, Batch Size = 128, Examples/Sec = 6967.10, Accuracy = 0.17, Loss = 2.021
[2019-11-27 12:35] Train Step 2380/4000, Batch Size = 128, Examples/Sec = 7346.65, Accuracy = 0.25, Loss = 1.849
[2019-11-27 12:35] Train Step 2390/4000, Batch Size = 128, Examples/Sec = 6738.35, Accuracy = 0.21, Loss = 1.853
[2019-11-27 12:35] Train Step 2400/4000, Batch Size = 128, Examples/Sec = 7331.20, Accuracy = 0.18, Loss = 1.820
[2019-11-27 12:35] Train Step 2410/4000, Batch Size = 128, Examples/Sec = 7384.24, Accuracy = 0.13, Loss = 1.958
[2019-11-27 12:35] Train Step 2420/4000, Batch Size = 128, Examples/Sec = 6686.98, Accuracy = 0.23, Loss = 1.863
[2019-11-27 12:35] Train Step 2430/4000, Batch Size = 128, Examples/Sec = 7221.44, Accuracy = 0.13, Loss = 1.909
[2019-11-27 12:35] Train Step 2440/4000, Batch Size = 128, Examples/Sec = 7368.33, Accuracy = 0.19, Loss = 1.918
[2019-11-27 12:35] Train Step 2450/4000, Batch Size = 128, Examples/Sec = 6920.85, Accuracy = 0.23, Loss = 1.876
[2019-11-27 12:35] Train Step 2460/4000, Batch Size = 128, Examples/Sec = 7402.05, Accuracy = 0.16, Loss = 1.912
[2019-11-27 12:35] Train Step 2470/4000, Batch Size = 128, Examples/Sec = 7086.47, Accuracy = 0.26, Loss = 1.862
[2019-11-27 12:35] Train Step 2480/4000, Batch Size = 128, Examples/Sec = 7732.66, Accuracy = 0.16, Loss = 1.950
[2019-11-27 12:35] Train Step 2490/4000, Batch Size = 128, Examples/Sec = 7125.41, Accuracy = 0.25, Loss = 1.908
[2019-11-27 12:35] Train Step 2500/4000, Batch Size = 128, Examples/Sec = 7402.05, Accuracy = 0.23, Loss = 1.878
[2019-11-27 12:35] Train Step 2510/4000, Batch Size = 128, Examples/Sec = 7719.54, Accuracy = 0.15, Loss = 1.906
[2019-11-27 12:35] Train Step 2520/4000, Batch Size = 128, Examples/Sec = 7352.38, Accuracy = 0.15, Loss = 1.826
[2019-11-27 12:35] Train Step 2530/4000, Batch Size = 128, Examples/Sec = 7753.77, Accuracy = 0.18, Loss = 1.906
[2019-11-27 12:35] Train Step 2540/4000, Batch Size = 128, Examples/Sec = 7408.59, Accuracy = 0.19, Loss = 1.898
[2019-11-27 12:35] Train Step 2550/4000, Batch Size = 128, Examples/Sec = 7000.99, Accuracy = 0.20, Loss = 1.784
[2019-11-27 12:35] Train Step 2560/4000, Batch Size = 128, Examples/Sec = 7090.12, Accuracy = 0.15, Loss = 1.982
[2019-11-27 12:35] Train Step 2570/4000, Batch Size = 128, Examples/Sec = 7349.16, Accuracy = 0.21, Loss = 1.892
[2019-11-27 12:35] Train Step 2580/4000, Batch Size = 128, Examples/Sec = 7304.66, Accuracy = 0.20, Loss = 1.857
[2019-11-27 12:35] Train Step 2590/4000, Batch Size = 128, Examples/Sec = 6544.49, Accuracy = 0.26, Loss = 1.896
[2019-11-27 12:35] Train Step 2600/4000, Batch Size = 128, Examples/Sec = 7801.32, Accuracy = 0.23, Loss = 1.884
[2019-11-27 12:35] Train Step 2610/4000, Batch Size = 128, Examples/Sec = 7292.66, Accuracy = 0.25, Loss = 1.900
[2019-11-27 12:35] Train Step 2620/4000, Batch Size = 128, Examples/Sec = 7794.63, Accuracy = 0.16, Loss = 1.859
[2019-11-27 12:35] Train Step 2630/4000, Batch Size = 128, Examples/Sec = 6952.67, Accuracy = 0.26, Loss = 1.776
[2019-11-27 12:35] Train Step 2640/4000, Batch Size = 128, Examples/Sec = 7303.87, Accuracy = 0.23, Loss = 1.888
[2019-11-27 12:35] Train Step 2650/4000, Batch Size = 128, Examples/Sec = 6661.34, Accuracy = 0.20, Loss = 1.923
[2019-11-27 12:35] Train Step 2660/4000, Batch Size = 128, Examples/Sec = 6985.78, Accuracy = 0.20, Loss = 1.933
[2019-11-27 12:35] Train Step 2670/4000, Batch Size = 128, Examples/Sec = 7257.07, Accuracy = 0.26, Loss = 1.815
[2019-11-27 12:35] Train Step 2680/4000, Batch Size = 128, Examples/Sec = 7505.85, Accuracy = 0.20, Loss = 1.869
[2019-11-27 12:35] Train Step 2690/4000, Batch Size = 128, Examples/Sec = 7356.41, Accuracy = 0.24, Loss = 1.831
[2019-11-27 12:35] Train Step 2700/4000, Batch Size = 128, Examples/Sec = 7269.65, Accuracy = 0.15, Loss = 1.930
[2019-11-27 12:35] Train Step 2710/4000, Batch Size = 128, Examples/Sec = 7287.61, Accuracy = 0.20, Loss = 1.869
[2019-11-27 12:35] Train Step 2720/4000, Batch Size = 128, Examples/Sec = 7330.70, Accuracy = 0.19, Loss = 1.919
[2019-11-27 12:35] Train Step 2730/4000, Batch Size = 128, Examples/Sec = 6926.83, Accuracy = 0.15, Loss = 1.933
[2019-11-27 12:35] Train Step 2740/4000, Batch Size = 128, Examples/Sec = 7761.28, Accuracy = 0.16, Loss = 1.986
[2019-11-27 12:35] Train Step 2750/4000, Batch Size = 128, Examples/Sec = 6588.42, Accuracy = 0.23, Loss = 1.775
[2019-11-27 12:35] Train Step 2760/4000, Batch Size = 128, Examples/Sec = 7388.00, Accuracy = 0.19, Loss = 1.904
[2019-11-27 12:35] Train Step 2770/4000, Batch Size = 128, Examples/Sec = 7119.17, Accuracy = 0.18, Loss = 1.883
[2019-11-27 12:35] Train Step 2780/4000, Batch Size = 128, Examples/Sec = 7298.71, Accuracy = 0.19, Loss = 1.916
[2019-11-27 12:35] Train Step 2790/4000, Batch Size = 128, Examples/Sec = 6758.96, Accuracy = 0.16, Loss = 1.893
[2019-11-27 12:35] Train Step 2800/4000, Batch Size = 128, Examples/Sec = 7371.36, Accuracy = 0.16, Loss = 1.811
[2019-11-27 12:35] Train Step 2810/4000, Batch Size = 128, Examples/Sec = 7418.32, Accuracy = 0.20, Loss = 1.833
[2019-11-27 12:35] Train Step 2820/4000, Batch Size = 128, Examples/Sec = 7908.54, Accuracy = 0.20, Loss = 1.807
[2019-11-27 12:35] Train Step 2830/4000, Batch Size = 128, Examples/Sec = 7145.04, Accuracy = 0.17, Loss = 1.959
[2019-11-27 12:35] Train Step 2840/4000, Batch Size = 128, Examples/Sec = 7344.84, Accuracy = 0.23, Loss = 1.888
[2019-11-27 12:35] Train Step 2850/4000, Batch Size = 128, Examples/Sec = 7068.28, Accuracy = 0.19, Loss = 1.959
[2019-11-27 12:35] Train Step 2860/4000, Batch Size = 128, Examples/Sec = 7339.82, Accuracy = 0.16, Loss = 1.824
[2019-11-27 12:35] Train Step 2870/4000, Batch Size = 128, Examples/Sec = 7232.14, Accuracy = 0.25, Loss = 1.942
[2019-11-27 12:35] Train Step 2880/4000, Batch Size = 128, Examples/Sec = 7232.83, Accuracy = 0.20, Loss = 1.857
[2019-11-27 12:35] Train Step 2890/4000, Batch Size = 128, Examples/Sec = 7168.89, Accuracy = 0.23, Loss = 1.856
[2019-11-27 12:35] Train Step 2900/4000, Batch Size = 128, Examples/Sec = 7221.64, Accuracy = 0.16, Loss = 1.848
[2019-11-27 12:35] Train Step 2910/4000, Batch Size = 128, Examples/Sec = 7187.12, Accuracy = 0.27, Loss = 1.777
[2019-11-27 12:35] Train Step 2920/4000, Batch Size = 128, Examples/Sec = 7153.89, Accuracy = 0.16, Loss = 1.962
[2019-11-27 12:35] Train Step 2930/4000, Batch Size = 128, Examples/Sec = 7254.03, Accuracy = 0.20, Loss = 1.855
[2019-11-27 12:35] Train Step 2940/4000, Batch Size = 128, Examples/Sec = 7337.81, Accuracy = 0.18, Loss = 1.913
[2019-11-27 12:35] Train Step 2950/4000, Batch Size = 128, Examples/Sec = 7367.42, Accuracy = 0.22, Loss = 1.863
[2019-11-27 12:35] Train Step 2960/4000, Batch Size = 128, Examples/Sec = 7297.91, Accuracy = 0.13, Loss = 1.889
[2019-11-27 12:35] Train Step 2970/4000, Batch Size = 128, Examples/Sec = 7080.86, Accuracy = 0.23, Loss = 1.893
[2019-11-27 12:35] Train Step 2980/4000, Batch Size = 128, Examples/Sec = 7261.10, Accuracy = 0.20, Loss = 1.877
[2019-11-27 12:35] Train Step 2990/4000, Batch Size = 128, Examples/Sec = 7236.04, Accuracy = 0.23, Loss = 1.881
[2019-11-27 12:35] Train Step 3000/4000, Batch Size = 128, Examples/Sec = 7253.54, Accuracy = 0.10, Loss = 1.941
[2019-11-27 12:35] Train Step 3010/4000, Batch Size = 128, Examples/Sec = 7132.22, Accuracy = 0.20, Loss = 1.872
[2019-11-27 12:35] Train Step 3020/4000, Batch Size = 128, Examples/Sec = 7197.34, Accuracy = 0.18, Loss = 1.894
[2019-11-27 12:35] Train Step 3030/4000, Batch Size = 128, Examples/Sec = 7253.54, Accuracy = 0.21, Loss = 1.836
[2019-11-27 12:35] Train Step 3040/4000, Batch Size = 128, Examples/Sec = 7155.42, Accuracy = 0.13, Loss = 1.937
[2019-11-27 12:35] Train Step 3050/4000, Batch Size = 128, Examples/Sec = 7102.97, Accuracy = 0.19, Loss = 1.855
[2019-11-27 12:35] Train Step 3060/4000, Batch Size = 128, Examples/Sec = 7205.93, Accuracy = 0.24, Loss = 1.863
[2019-11-27 12:35] Train Step 3070/4000, Batch Size = 128, Examples/Sec = 7035.12, Accuracy = 0.16, Loss = 1.924
[2019-11-27 12:35] Train Step 3080/4000, Batch Size = 128, Examples/Sec = 7314.42, Accuracy = 0.20, Loss = 1.890
[2019-11-27 12:35] Train Step 3090/4000, Batch Size = 128, Examples/Sec = 7314.62, Accuracy = 0.16, Loss = 1.934
[2019-11-27 12:35] Train Step 3100/4000, Batch Size = 128, Examples/Sec = 7265.62, Accuracy = 0.21, Loss = 1.890
[2019-11-27 12:35] Train Step 3110/4000, Batch Size = 128, Examples/Sec = 6890.56, Accuracy = 0.23, Loss = 1.845
[2019-11-27 12:35] Train Step 3120/4000, Batch Size = 128, Examples/Sec = 7677.81, Accuracy = 0.23, Loss = 1.895
[2019-11-27 12:35] Train Step 3130/4000, Batch Size = 128, Examples/Sec = 7128.06, Accuracy = 0.20, Loss = 1.898
[2019-11-27 12:35] Train Step 3140/4000, Batch Size = 128, Examples/Sec = 7131.28, Accuracy = 0.27, Loss = 1.815
[2019-11-27 12:35] Train Step 3150/4000, Batch Size = 128, Examples/Sec = 6922.01, Accuracy = 0.20, Loss = 1.908
[2019-11-27 12:35] Train Step 3160/4000, Batch Size = 128, Examples/Sec = 7414.63, Accuracy = 0.20, Loss = 1.824
[2019-11-27 12:35] Train Step 3170/4000, Batch Size = 128, Examples/Sec = 7325.40, Accuracy = 0.20, Loss = 1.903
[2019-11-27 12:35] Train Step 3180/4000, Batch Size = 128, Examples/Sec = 7060.37, Accuracy = 0.13, Loss = 1.932
[2019-11-27 12:35] Train Step 3190/4000, Batch Size = 128, Examples/Sec = 7285.53, Accuracy = 0.11, Loss = 1.958
[2019-11-27 12:35] Train Step 3200/4000, Batch Size = 128, Examples/Sec = 7319.20, Accuracy = 0.19, Loss = 1.921
[2019-11-27 12:35] Train Step 3210/4000, Batch Size = 128, Examples/Sec = 6880.58, Accuracy = 0.23, Loss = 1.875
[2019-11-27 12:35] Train Step 3220/4000, Batch Size = 128, Examples/Sec = 7831.24, Accuracy = 0.17, Loss = 1.925
[2019-11-27 12:35] Train Step 3230/4000, Batch Size = 128, Examples/Sec = 7168.79, Accuracy = 0.20, Loss = 1.896
[2019-11-27 12:35] Train Step 3240/4000, Batch Size = 128, Examples/Sec = 7366.91, Accuracy = 0.18, Loss = 1.880
[2019-11-27 12:35] Train Step 3250/4000, Batch Size = 128, Examples/Sec = 6890.47, Accuracy = 0.18, Loss = 1.880
[2019-11-27 12:35] Train Step 3260/4000, Batch Size = 128, Examples/Sec = 7321.40, Accuracy = 0.21, Loss = 1.900
[2019-11-27 12:35] Train Step 3270/4000, Batch Size = 128, Examples/Sec = 7830.67, Accuracy = 0.19, Loss = 1.849
[2019-11-27 12:35] Train Step 3280/4000, Batch Size = 128, Examples/Sec = 7022.60, Accuracy = 0.20, Loss = 1.854
[2019-11-27 12:35] Train Step 3290/4000, Batch Size = 128, Examples/Sec = 7632.84, Accuracy = 0.15, Loss = 1.999
[2019-11-27 12:35] Train Step 3300/4000, Batch Size = 128, Examples/Sec = 7416.78, Accuracy = 0.19, Loss = 1.931
[2019-11-27 12:35] Train Step 3310/4000, Batch Size = 128, Examples/Sec = 7286.13, Accuracy = 0.21, Loss = 1.933
[2019-11-27 12:35] Train Step 3320/4000, Batch Size = 128, Examples/Sec = 7247.96, Accuracy = 0.15, Loss = 1.888
[2019-11-27 12:35] Train Step 3330/4000, Batch Size = 128, Examples/Sec = 7628.82, Accuracy = 0.18, Loss = 1.892
[2019-11-27 12:35] Train Step 3340/4000, Batch Size = 128, Examples/Sec = 7388.10, Accuracy = 0.19, Loss = 1.835
[2019-11-27 12:35] Train Step 3350/4000, Batch Size = 128, Examples/Sec = 6922.01, Accuracy = 0.15, Loss = 1.903
[2019-11-27 12:35] Train Step 3360/4000, Batch Size = 128, Examples/Sec = 7348.66, Accuracy = 0.19, Loss = 1.854
[2019-11-27 12:35] Train Step 3370/4000, Batch Size = 128, Examples/Sec = 6897.64, Accuracy = 0.18, Loss = 1.886
[2019-11-27 12:35] Train Step 3380/4000, Batch Size = 128, Examples/Sec = 7778.82, Accuracy = 0.21, Loss = 1.808
[2019-11-27 12:35] Train Step 3390/4000, Batch Size = 128, Examples/Sec = 6676.75, Accuracy = 0.17, Loss = 1.826
[2019-11-27 12:35] Train Step 3400/4000, Batch Size = 128, Examples/Sec = 7209.13, Accuracy = 0.17, Loss = 1.866
[2019-11-27 12:35] Train Step 3410/4000, Batch Size = 128, Examples/Sec = 7894.81, Accuracy = 0.18, Loss = 1.857
[2019-11-27 12:35] Train Step 3420/4000, Batch Size = 128, Examples/Sec = 7184.72, Accuracy = 0.15, Loss = 1.985
[2019-11-27 12:35] Train Step 3430/4000, Batch Size = 128, Examples/Sec = 7757.69, Accuracy = 0.16, Loss = 1.943
[2019-11-27 12:35] Train Step 3440/4000, Batch Size = 128, Examples/Sec = 7211.64, Accuracy = 0.16, Loss = 1.951
[2019-11-27 12:35] Train Step 3450/4000, Batch Size = 128, Examples/Sec = 7260.60, Accuracy = 0.26, Loss = 1.861
[2019-11-27 12:35] Train Step 3460/4000, Batch Size = 128, Examples/Sec = 7431.05, Accuracy = 0.17, Loss = 1.869
[2019-11-27 12:35] Train Step 3470/4000, Batch Size = 128, Examples/Sec = 7144.47, Accuracy = 0.23, Loss = 1.838
[2019-11-27 12:35] Train Step 3480/4000, Batch Size = 128, Examples/Sec = 7234.38, Accuracy = 0.18, Loss = 1.913
[2019-11-27 12:35] Train Step 3490/4000, Batch Size = 128, Examples/Sec = 7053.79, Accuracy = 0.13, Loss = 1.926
[2019-11-27 12:35] Train Step 3500/4000, Batch Size = 128, Examples/Sec = 7662.36, Accuracy = 0.18, Loss = 1.906
[2019-11-27 12:35] Train Step 3510/4000, Batch Size = 128, Examples/Sec = 6545.45, Accuracy = 0.24, Loss = 1.852
[2019-11-27 12:35] Train Step 3520/4000, Batch Size = 128, Examples/Sec = 7721.10, Accuracy = 0.18, Loss = 1.891
[2019-11-27 12:35] Train Step 3530/4000, Batch Size = 128, Examples/Sec = 6905.27, Accuracy = 0.23, Loss = 1.858
[2019-11-27 12:35] Train Step 3540/4000, Batch Size = 128, Examples/Sec = 7264.04, Accuracy = 0.14, Loss = 1.944
[2019-11-27 12:35] Train Step 3550/4000, Batch Size = 128, Examples/Sec = 7369.84, Accuracy = 0.22, Loss = 1.881
[2019-11-27 12:35] Train Step 3560/4000, Batch Size = 128, Examples/Sec = 7288.30, Accuracy = 0.21, Loss = 1.797
[2019-11-27 12:35] Train Step 3570/4000, Batch Size = 128, Examples/Sec = 7367.11, Accuracy = 0.24, Loss = 1.874
[2019-11-27 12:35] Train Step 3580/4000, Batch Size = 128, Examples/Sec = 6983.41, Accuracy = 0.17, Loss = 1.930
[2019-11-27 12:35] Train Step 3590/4000, Batch Size = 128, Examples/Sec = 7855.08, Accuracy = 0.16, Loss = 1.934
[2019-11-27 12:35] Train Step 3600/4000, Batch Size = 128, Examples/Sec = 6843.83, Accuracy = 0.23, Loss = 1.924
[2019-11-27 12:35] Train Step 3610/4000, Batch Size = 128, Examples/Sec = 7266.01, Accuracy = 0.19, Loss = 1.867
[2019-11-27 12:35] Train Step 3620/4000, Batch Size = 128, Examples/Sec = 7261.10, Accuracy = 0.20, Loss = 1.836
[2019-11-27 12:35] Train Step 3630/4000, Batch Size = 128, Examples/Sec = 6754.28, Accuracy = 0.21, Loss = 1.943
[2019-11-27 12:35] Train Step 3640/4000, Batch Size = 128, Examples/Sec = 7413.09, Accuracy = 0.21, Loss = 1.838
[2019-11-27 12:35] Train Step 3650/4000, Batch Size = 128, Examples/Sec = 7419.24, Accuracy = 0.27, Loss = 1.873
[2019-11-27 12:35] Train Step 3660/4000, Batch Size = 128, Examples/Sec = 7799.05, Accuracy = 0.21, Loss = 1.868
[2019-11-27 12:35] Train Step 3670/4000, Batch Size = 128, Examples/Sec = 7579.71, Accuracy = 0.22, Loss = 1.936
[2019-11-27 12:35] Train Step 3680/4000, Batch Size = 128, Examples/Sec = 7377.13, Accuracy = 0.18, Loss = 1.870
[2019-11-27 12:35] Train Step 3690/4000, Batch Size = 128, Examples/Sec = 7178.95, Accuracy = 0.24, Loss = 1.804
[2019-11-27 12:35] Train Step 3700/4000, Batch Size = 128, Examples/Sec = 6971.26, Accuracy = 0.17, Loss = 1.979
[2019-11-27 12:35] Train Step 3710/4000, Batch Size = 128, Examples/Sec = 7347.85, Accuracy = 0.22, Loss = 1.959
[2019-11-27 12:35] Train Step 3720/4000, Batch Size = 128, Examples/Sec = 6824.17, Accuracy = 0.18, Loss = 1.894
[2019-11-27 12:35] Train Step 3730/4000, Batch Size = 128, Examples/Sec = 7413.71, Accuracy = 0.18, Loss = 1.844
[2019-11-27 12:35] Train Step 3740/4000, Batch Size = 128, Examples/Sec = 7754.78, Accuracy = 0.21, Loss = 1.883
[2019-11-27 12:35] Train Step 3750/4000, Batch Size = 128, Examples/Sec = 7115.49, Accuracy = 0.23, Loss = 1.790
[2019-11-27 12:35] Train Step 3760/4000, Batch Size = 128, Examples/Sec = 7357.92, Accuracy = 0.25, Loss = 1.859
[2019-11-27 12:36] Train Step 3770/4000, Batch Size = 128, Examples/Sec = 7217.95, Accuracy = 0.16, Loss = 1.997
[2019-11-27 12:36] Train Step 3780/4000, Batch Size = 128, Examples/Sec = 7424.98, Accuracy = 0.22, Loss = 1.868
[2019-11-27 12:36] Train Step 3790/4000, Batch Size = 128, Examples/Sec = 7416.37, Accuracy = 0.14, Loss = 1.884
[2019-11-27 12:36] Train Step 3800/4000, Batch Size = 128, Examples/Sec = 7107.77, Accuracy = 0.23, Loss = 1.796
[2019-11-27 12:36] Train Step 3810/4000, Batch Size = 128, Examples/Sec = 7236.72, Accuracy = 0.21, Loss = 1.874
[2019-11-27 12:36] Train Step 3820/4000, Batch Size = 128, Examples/Sec = 6742.49, Accuracy = 0.19, Loss = 1.929
[2019-11-27 12:36] Train Step 3830/4000, Batch Size = 128, Examples/Sec = 7171.95, Accuracy = 0.19, Loss = 1.838
[2019-11-27 12:36] Train Step 3840/4000, Batch Size = 128, Examples/Sec = 7165.83, Accuracy = 0.18, Loss = 1.823
[2019-11-27 12:36] Train Step 3850/4000, Batch Size = 128, Examples/Sec = 7147.22, Accuracy = 0.22, Loss = 1.894
[2019-11-27 12:36] Train Step 3860/4000, Batch Size = 128, Examples/Sec = 7225.62, Accuracy = 0.22, Loss = 1.882
[2019-11-27 12:36] Train Step 3870/4000, Batch Size = 128, Examples/Sec = 7194.92, Accuracy = 0.24, Loss = 1.894
[2019-11-27 12:36] Train Step 3880/4000, Batch Size = 128, Examples/Sec = 7194.06, Accuracy = 0.20, Loss = 1.851
[2019-11-27 12:36] Train Step 3890/4000, Batch Size = 128, Examples/Sec = 7249.72, Accuracy = 0.18, Loss = 1.906
[2019-11-27 12:36] Train Step 3900/4000, Batch Size = 128, Examples/Sec = 7094.05, Accuracy = 0.14, Loss = 1.971
[2019-11-27 12:36] Train Step 3910/4000, Batch Size = 128, Examples/Sec = 7927.80, Accuracy = 0.17, Loss = 1.971
[2019-11-27 12:36] Train Step 3920/4000, Batch Size = 128, Examples/Sec = 7374.90, Accuracy = 0.19, Loss = 1.854
[2019-11-27 12:36] Train Step 3930/4000, Batch Size = 128, Examples/Sec = 7676.38, Accuracy = 0.21, Loss = 1.919
[2019-11-27 12:36] Train Step 3940/4000, Batch Size = 128, Examples/Sec = 7865.55, Accuracy = 0.26, Loss = 1.836
[2019-11-27 12:36] Train Step 3950/4000, Batch Size = 128, Examples/Sec = 7826.79, Accuracy = 0.16, Loss = 1.894
[2019-11-27 12:36] Train Step 3960/4000, Batch Size = 128, Examples/Sec = 6479.57, Accuracy = 0.23, Loss = 1.865
[2019-11-27 12:36] Train Step 3970/4000, Batch Size = 128, Examples/Sec = 6619.62, Accuracy = 0.30, Loss = 1.788
[2019-11-27 12:36] Train Step 3980/4000, Batch Size = 128, Examples/Sec = 7875.13, Accuracy = 0.19, Loss = 1.894
[2019-11-27 12:36] Train Step 3990/4000, Batch Size = 128, Examples/Sec = 7649.26, Accuracy = 0.19, Loss = 1.892
[2019-11-27 12:36] Train Step 4000/4000, Batch Size = 128, Examples/Sec = 6640.83, Accuracy = 0.20, Loss = 1.889
Iteration 3 with T: 25
[2019-11-27 12:36] Train Step 0000/4000, Batch Size = 128, Examples/Sec = 6040.67, Accuracy = 0.12, Loss = 2.467
[2019-11-27 12:36] Train Step 0010/4000, Batch Size = 128, Examples/Sec = 6582.69, Accuracy = 0.07, Loss = 2.439
[2019-11-27 12:36] Train Step 0020/4000, Batch Size = 128, Examples/Sec = 6695.99, Accuracy = 0.10, Loss = 2.358
[2019-11-27 12:36] Train Step 0030/4000, Batch Size = 128, Examples/Sec = 6485.98, Accuracy = 0.14, Loss = 2.320
[2019-11-27 12:36] Train Step 0040/4000, Batch Size = 128, Examples/Sec = 6713.07, Accuracy = 0.06, Loss = 2.422
[2019-11-27 12:36] Train Step 0050/4000, Batch Size = 128, Examples/Sec = 6639.59, Accuracy = 0.12, Loss = 2.292
[2019-11-27 12:36] Train Step 0060/4000, Batch Size = 128, Examples/Sec = 6519.62, Accuracy = 0.12, Loss = 2.346
[2019-11-27 12:36] Train Step 0070/4000, Batch Size = 128, Examples/Sec = 6752.67, Accuracy = 0.05, Loss = 2.328
[2019-11-27 12:36] Train Step 0080/4000, Batch Size = 128, Examples/Sec = 6653.75, Accuracy = 0.12, Loss = 2.334
[2019-11-27 12:36] Train Step 0090/4000, Batch Size = 128, Examples/Sec = 6732.09, Accuracy = 0.11, Loss = 2.326
