Iteration 0 with T: 30
[2019-11-27 13:19] Train Step 0000/4000, Batch Size = 128, Examples/Sec = 5171.27, Accuracy = 0.10, Loss = 2.677
[2019-11-27 13:36] Train Step 2670/4000, Batch Size = 128, Examples/Sec = 8000.94, Accuracy = 0.11, Loss = 2.310
[2019-11-27 13:36] Train Step 2680/4000, Batch Size = 128, Examples/Sec = 7960.01, Accuracy = 0.07, Loss = 2.312
[2019-11-27 13:36] Train Step 2690/4000, Batch Size = 128, Examples/Sec = 7975.26, Accuracy = 0.13, Loss = 2.296
[2019-11-27 13:36] Train Step 2700/4000, Batch Size = 128, Examples/Sec = 6347.27, Accuracy = 0.12, Loss = 2.325
[2019-11-27 13:36] Train Step 2710/4000, Batch Size = 128, Examples/Sec = 7942.70, Accuracy = 0.16, Loss = 2.289
[2019-11-27 13:36] Train Step 2720/4000, Batch Size = 128, Examples/Sec = 6381.44, Accuracy = 0.10, Loss = 2.305
[2019-11-27 13:36] Train Step 2730/4000, Batch Size = 128, Examples/Sec = 7980.48, Accuracy = 0.06, Loss = 2.316
[2019-11-27 13:36] Train Step 2740/4000, Batch Size = 128, Examples/Sec = 7989.98, Accuracy = 0.12, Loss = 2.316
[2019-11-27 13:36] Train Step 2750/4000, Batch Size = 128, Examples/Sec = 8008.81, Accuracy = 0.07, Loss = 2.329
[2019-11-27 13:36] Train Step 2760/4000, Batch Size = 128, Examples/Sec = 7993.08, Accuracy = 0.11, Loss = 2.309
[2019-11-27 13:36] Train Step 2770/4000, Batch Size = 128, Examples/Sec = 6051.91, Accuracy = 0.09, Loss = 2.314
[2019-11-27 13:36] Train Step 2780/4000, Batch Size = 128, Examples/Sec = 7963.08, Accuracy = 0.08, Loss = 2.326
[2019-11-27 13:36] Train Step 2790/4000, Batch Size = 128, Examples/Sec = 8032.78, Accuracy = 0.09, Loss = 2.320
[2019-11-27 13:36] Train Step 2800/4000, Batch Size = 128, Examples/Sec = 6360.50, Accuracy = 0.09, Loss = 2.321
[2019-11-27 13:36] Train Step 2810/4000, Batch Size = 128, Examples/Sec = 7999.63, Accuracy = 0.05, Loss = 2.348
[2019-11-27 13:36] Train Step 2820/4000, Batch Size = 128, Examples/Sec = 6390.48, Accuracy = 0.04, Loss = 2.314
[2019-11-27 13:36] Train Step 2830/4000, Batch Size = 128, Examples/Sec = 6032.46, Accuracy = 0.10, Loss = 2.322
[2019-11-27 13:36] Train Step 2840/4000, Batch Size = 128, Examples/Sec = 6337.90, Accuracy = 0.16, Loss = 2.303
[2019-11-27 13:36] Train Step 2850/4000, Batch Size = 128, Examples/Sec = 7938.82, Accuracy = 0.05, Loss = 2.323
[2019-11-27 13:36] Train Step 2860/4000, Batch Size = 128, Examples/Sec = 7989.15, Accuracy = 0.12, Loss = 2.316
[2019-11-27 13:36] Train Step 2870/4000, Batch Size = 128, Examples/Sec = 6002.45, Accuracy = 0.06, Loss = 2.329
[2019-11-27 13:36] Train Step 2880/4000, Batch Size = 128, Examples/Sec = 6278.82, Accuracy = 0.10, Loss = 2.316
[2019-11-27 13:36] Train Step 2890/4000, Batch Size = 128, Examples/Sec = 7953.05, Accuracy = 0.10, Loss = 2.309
[2019-11-27 13:36] Train Step 2900/4000, Batch Size = 128, Examples/Sec = 7971.71, Accuracy = 0.11, Loss = 2.294
[2019-11-27 13:36] Train Step 2910/4000, Batch Size = 128, Examples/Sec = 7983.21, Accuracy = 0.12, Loss = 2.334
[2019-11-27 13:36] Train Step 2920/4000, Batch Size = 128, Examples/Sec = 6015.63, Accuracy = 0.06, Loss = 2.334
[2019-11-27 13:36] Train Step 2930/4000, Batch Size = 128, Examples/Sec = 6378.11, Accuracy = 0.12, Loss = 2.306
[2019-11-27 13:36] Train Step 2940/4000, Batch Size = 128, Examples/Sec = 6335.58, Accuracy = 0.13, Loss = 2.304
[2019-11-27 13:36] Train Step 2950/4000, Batch Size = 128, Examples/Sec = 7973.25, Accuracy = 0.11, Loss = 2.303
[2019-11-27 13:36] Train Step 2960/4000, Batch Size = 128, Examples/Sec = 6327.89, Accuracy = 0.09, Loss = 2.304
[2019-11-27 13:36] Train Step 2970/4000, Batch Size = 128, Examples/Sec = 7971.48, Accuracy = 0.11, Loss = 2.317
[2019-11-27 13:36] Train Step 2980/4000, Batch Size = 128, Examples/Sec = 6213.42, Accuracy = 0.12, Loss = 2.304
[2019-11-27 13:36] Train Step 2990/4000, Batch Size = 128, Examples/Sec = 7991.17, Accuracy = 0.07, Loss = 2.305
[2019-11-27 13:36] Train Step 3000/4000, Batch Size = 128, Examples/Sec = 7964.26, Accuracy = 0.05, Loss = 2.309
[2019-11-27 13:36] Train Step 3010/4000, Batch Size = 128, Examples/Sec = 5958.15, Accuracy = 0.13, Loss = 2.297
[2019-11-27 13:36] Train Step 3020/4000, Batch Size = 128, Examples/Sec = 6255.49, Accuracy = 0.09, Loss = 2.303
[2019-11-27 13:36] Train Step 3030/4000, Batch Size = 128, Examples/Sec = 7981.43, Accuracy = 0.11, Loss = 2.321
[2019-11-27 13:36] Train Step 3040/4000, Batch Size = 128, Examples/Sec = 7993.31, Accuracy = 0.11, Loss = 2.326
[2019-11-27 13:36] Train Step 3050/4000, Batch Size = 128, Examples/Sec = 7991.77, Accuracy = 0.08, Loss = 2.328
[2019-11-27 13:36] Train Step 3060/4000, Batch Size = 128, Examples/Sec = 6243.34, Accuracy = 0.12, Loss = 2.287
[2019-11-27 13:36] Train Step 3070/4000, Batch Size = 128, Examples/Sec = 6373.49, Accuracy = 0.07, Loss = 2.317
[2019-11-27 13:36] Train Step 3080/4000, Batch Size = 128, Examples/Sec = 8000.94, Accuracy = 0.09, Loss = 2.307
[2019-11-27 13:36] Train Step 3090/4000, Batch Size = 128, Examples/Sec = 6357.64, Accuracy = 0.07, Loss = 2.341
[2019-11-27 13:36] Train Step 3100/4000, Batch Size = 128, Examples/Sec = 7983.57, Accuracy = 0.12, Loss = 2.319
[2019-11-27 13:36] Train Step 3110/4000, Batch Size = 128, Examples/Sec = 7994.86, Accuracy = 0.14, Loss = 2.310
[2019-11-27 13:36] Train Step 3120/4000, Batch Size = 128, Examples/Sec = 7965.68, Accuracy = 0.13, Loss = 2.293
[2019-11-27 13:36] Train Step 3130/4000, Batch Size = 128, Examples/Sec = 7980.36, Accuracy = 0.14, Loss = 2.310
[2019-11-27 13:36] Train Step 3140/4000, Batch Size = 128, Examples/Sec = 7996.05, Accuracy = 0.06, Loss = 2.322
[2019-11-27 13:36] Train Step 3150/4000, Batch Size = 128, Examples/Sec = 6133.92, Accuracy = 0.09, Loss = 2.313
[2019-11-27 13:36] Train Step 3160/4000, Batch Size = 128, Examples/Sec = 8009.29, Accuracy = 0.12, Loss = 2.314
[2019-11-27 13:36] Train Step 3170/4000, Batch Size = 128, Examples/Sec = 6398.33, Accuracy = 0.05, Loss = 2.317
[2019-11-27 13:36] Train Step 3180/4000, Batch Size = 128, Examples/Sec = 5939.36, Accuracy = 0.09, Loss = 2.326
[2019-11-27 13:36] Train Step 3190/4000, Batch Size = 128, Examples/Sec = 6179.10, Accuracy = 0.14, Loss = 2.312
[2019-11-27 13:36] Train Step 3200/4000, Batch Size = 128, Examples/Sec = 7985.35, Accuracy = 0.10, Loss = 2.291
[2019-11-27 13:36] Train Step 3210/4000, Batch Size = 128, Examples/Sec = 6002.85, Accuracy = 0.06, Loss = 2.322
[2019-11-27 13:36] Train Step 3220/4000, Batch Size = 128, Examples/Sec = 6057.85, Accuracy = 0.12, Loss = 2.314
[2019-11-27 13:36] Train Step 3230/4000, Batch Size = 128, Examples/Sec = 6271.56, Accuracy = 0.11, Loss = 2.312
[2019-11-27 13:36] Train Step 3240/4000, Batch Size = 128, Examples/Sec = 7967.81, Accuracy = 0.10, Loss = 2.302
[2019-11-27 13:36] Train Step 3250/4000, Batch Size = 128, Examples/Sec = 7993.08, Accuracy = 0.11, Loss = 2.301
[2019-11-27 13:36] Train Step 3260/4000, Batch Size = 128, Examples/Sec = 6258.48, Accuracy = 0.08, Loss = 2.325
[2019-11-27 13:36] Train Step 3270/4000, Batch Size = 128, Examples/Sec = 6612.69, Accuracy = 0.12, Loss = 2.313
[2019-11-27 13:36] Train Step 3280/4000, Batch Size = 128, Examples/Sec = 6283.90, Accuracy = 0.10, Loss = 2.309
[2019-11-27 13:36] Train Step 3290/4000, Batch Size = 128, Examples/Sec = 7972.66, Accuracy = 0.10, Loss = 2.335
[2019-11-27 13:36] Train Step 3300/4000, Batch Size = 128, Examples/Sec = 7958.95, Accuracy = 0.09, Loss = 2.303
[2019-11-27 13:36] Train Step 3310/4000, Batch Size = 128, Examples/Sec = 7943.17, Accuracy = 0.10, Loss = 2.320
[2019-11-27 13:36] Train Step 3320/4000, Batch Size = 128, Examples/Sec = 8003.08, Accuracy = 0.14, Loss = 2.295
[2019-11-27 13:36] Train Step 3330/4000, Batch Size = 128, Examples/Sec = 6244.79, Accuracy = 0.10, Loss = 2.318
[2019-11-27 13:36] Train Step 3340/4000, Batch Size = 128, Examples/Sec = 7966.86, Accuracy = 0.14, Loss = 2.278
[2019-11-27 13:36] Train Step 3350/4000, Batch Size = 128, Examples/Sec = 8030.62, Accuracy = 0.13, Loss = 2.312
[2019-11-27 13:36] Train Step 3360/4000, Batch Size = 128, Examples/Sec = 7969.70, Accuracy = 0.06, Loss = 2.312
[2019-11-27 13:36] Train Step 3370/4000, Batch Size = 128, Examples/Sec = 7980.36, Accuracy = 0.10, Loss = 2.324
[2019-11-27 13:36] Train Step 3380/4000, Batch Size = 128, Examples/Sec = 8013.60, Accuracy = 0.10, Loss = 2.303
[2019-11-27 13:36] Train Step 3390/4000, Batch Size = 128, Examples/Sec = 7957.89, Accuracy = 0.11, Loss = 2.332
[2019-11-27 13:36] Train Step 3400/4000, Batch Size = 128, Examples/Sec = 6436.61, Accuracy = 0.10, Loss = 2.298
[2019-11-27 13:36] Train Step 3410/4000, Batch Size = 128, Examples/Sec = 5994.00, Accuracy = 0.10, Loss = 2.316
[2019-11-27 13:36] Train Step 3420/4000, Batch Size = 128, Examples/Sec = 7991.05, Accuracy = 0.11, Loss = 2.314
[2019-11-27 13:36] Train Step 3430/4000, Batch Size = 128, Examples/Sec = 6303.45, Accuracy = 0.09, Loss = 2.303
[2019-11-27 13:36] Train Step 3440/4000, Batch Size = 128, Examples/Sec = 8017.67, Accuracy = 0.12, Loss = 2.308
[2019-11-27 13:36] Train Step 3450/4000, Batch Size = 128, Examples/Sec = 6291.70, Accuracy = 0.10, Loss = 2.302
[2019-11-27 13:36] Train Step 3460/4000, Batch Size = 128, Examples/Sec = 7977.64, Accuracy = 0.09, Loss = 2.329
[2019-11-27 13:37] Train Step 3470/4000, Batch Size = 128, Examples/Sec = 7968.64, Accuracy = 0.09, Loss = 2.318
[2019-11-27 13:37] Train Step 3480/4000, Batch Size = 128, Examples/Sec = 6291.26, Accuracy = 0.14, Loss = 2.315
[2019-11-27 13:37] Train Step 3490/4000, Batch Size = 128, Examples/Sec = 7953.41, Accuracy = 0.09, Loss = 2.320
[2019-11-27 13:37] Train Step 3500/4000, Batch Size = 128, Examples/Sec = 7971.12, Accuracy = 0.12, Loss = 2.314
[2019-11-27 13:37] Train Step 3510/4000, Batch Size = 128, Examples/Sec = 7960.01, Accuracy = 0.05, Loss = 2.336
[2019-11-27 13:37] Train Step 3520/4000, Batch Size = 128, Examples/Sec = 7932.14, Accuracy = 0.05, Loss = 2.338
[2019-11-27 13:37] Train Step 3530/4000, Batch Size = 128, Examples/Sec = 7999.86, Accuracy = 0.09, Loss = 2.326
[2019-11-27 13:37] Train Step 3540/4000, Batch Size = 128, Examples/Sec = 7942.70, Accuracy = 0.10, Loss = 2.312
[2019-11-27 13:37] Train Step 3550/4000, Batch Size = 128, Examples/Sec = 6312.79, Accuracy = 0.08, Loss = 2.314
[2019-11-27 13:37] Train Step 3560/4000, Batch Size = 128, Examples/Sec = 7959.54, Accuracy = 0.13, Loss = 2.307
[2019-11-27 13:37] Train Step 3570/4000, Batch Size = 128, Examples/Sec = 7954.11, Accuracy = 0.07, Loss = 2.327
[2019-11-27 13:37] Train Step 3580/4000, Batch Size = 128, Examples/Sec = 7964.85, Accuracy = 0.09, Loss = 2.303
[2019-11-27 13:37] Train Step 3590/4000, Batch Size = 128, Examples/Sec = 6578.49, Accuracy = 0.10, Loss = 2.325
[2019-11-27 13:37] Train Step 3600/4000, Batch Size = 128, Examples/Sec = 7992.72, Accuracy = 0.13, Loss = 2.301
[2019-11-27 13:37] Train Step 3610/4000, Batch Size = 128, Examples/Sec = 6330.28, Accuracy = 0.09, Loss = 2.297
[2019-11-27 13:37] Train Step 3620/4000, Batch Size = 128, Examples/Sec = 7990.22, Accuracy = 0.06, Loss = 2.337
[2019-11-27 13:37] Train Step 3630/4000, Batch Size = 128, Examples/Sec = 6209.62, Accuracy = 0.09, Loss = 2.331
[2019-11-27 13:37] Train Step 3640/4000, Batch Size = 128, Examples/Sec = 7993.19, Accuracy = 0.08, Loss = 2.308
[2019-11-27 13:37] Train Step 3650/4000, Batch Size = 128, Examples/Sec = 8006.78, Accuracy = 0.12, Loss = 2.306
[2019-11-27 13:37] Train Step 3660/4000, Batch Size = 128, Examples/Sec = 7971.71, Accuracy = 0.12, Loss = 2.298
[2019-11-27 13:37] Train Step 3670/4000, Batch Size = 128, Examples/Sec = 6293.25, Accuracy = 0.11, Loss = 2.310
[2019-11-27 13:37] Train Step 3680/4000, Batch Size = 128, Examples/Sec = 7949.99, Accuracy = 0.12, Loss = 2.313
[2019-11-27 13:37] Train Step 3690/4000, Batch Size = 128, Examples/Sec = 6024.20, Accuracy = 0.12, Loss = 2.287
[2019-11-27 13:37] Train Step 3700/4000, Batch Size = 128, Examples/Sec = 6184.51, Accuracy = 0.12, Loss = 2.297
[2019-11-27 13:37] Train Step 3710/4000, Batch Size = 128, Examples/Sec = 7989.27, Accuracy = 0.09, Loss = 2.333
[2019-11-27 13:37] Train Step 3720/4000, Batch Size = 128, Examples/Sec = 6440.00, Accuracy = 0.10, Loss = 2.324
[2019-11-27 13:37] Train Step 3730/4000, Batch Size = 128, Examples/Sec = 6205.67, Accuracy = 0.12, Loss = 2.297
[2019-11-27 13:37] Train Step 3740/4000, Batch Size = 128, Examples/Sec = 7987.37, Accuracy = 0.09, Loss = 2.349
[2019-11-27 13:37] Train Step 3750/4000, Batch Size = 128, Examples/Sec = 6375.76, Accuracy = 0.10, Loss = 2.275
[2019-11-27 13:37] Train Step 3760/4000, Batch Size = 128, Examples/Sec = 7971.71, Accuracy = 0.06, Loss = 2.313
[2019-11-27 13:37] Train Step 3770/4000, Batch Size = 128, Examples/Sec = 6355.01, Accuracy = 0.08, Loss = 2.308
[2019-11-27 13:37] Train Step 3780/4000, Batch Size = 128, Examples/Sec = 8000.46, Accuracy = 0.12, Loss = 2.302
[2019-11-27 13:37] Train Step 3790/4000, Batch Size = 128, Examples/Sec = 6546.81, Accuracy = 0.11, Loss = 2.313
[2019-11-27 13:37] Train Step 3800/4000, Batch Size = 128, Examples/Sec = 6149.94, Accuracy = 0.10, Loss = 2.288
[2019-11-27 13:37] Train Step 3810/4000, Batch Size = 128, Examples/Sec = 5957.88, Accuracy = 0.09, Loss = 2.305
[2019-11-27 13:37] Train Step 3820/4000, Batch Size = 128, Examples/Sec = 7975.62, Accuracy = 0.09, Loss = 2.332
[2019-11-27 13:37] Train Step 3830/4000, Batch Size = 128, Examples/Sec = 6241.67, Accuracy = 0.06, Loss = 2.348
[2019-11-27 13:37] Train Step 3840/4000, Batch Size = 128, Examples/Sec = 6194.21, Accuracy = 0.14, Loss = 2.287
[2019-11-27 13:37] Train Step 3850/4000, Batch Size = 128, Examples/Sec = 7981.19, Accuracy = 0.11, Loss = 2.318
[2019-11-27 13:37] Train Step 3860/4000, Batch Size = 128, Examples/Sec = 7985.59, Accuracy = 0.10, Loss = 2.302
[2019-11-27 13:37] Train Step 3870/4000, Batch Size = 128, Examples/Sec = 7997.00, Accuracy = 0.11, Loss = 2.327
[2019-11-27 13:37] Train Step 3880/4000, Batch Size = 128, Examples/Sec = 7982.14, Accuracy = 0.07, Loss = 2.338
[2019-11-27 13:37] Train Step 3890/4000, Batch Size = 128, Examples/Sec = 7978.58, Accuracy = 0.10, Loss = 2.309
[2019-11-27 13:37] Train Step 3900/4000, Batch Size = 128, Examples/Sec = 7967.69, Accuracy = 0.09, Loss = 2.312
[2019-11-27 13:37] Train Step 3910/4000, Batch Size = 128, Examples/Sec = 6057.17, Accuracy = 0.10, Loss = 2.317
[2019-11-27 13:37] Train Step 3920/4000, Batch Size = 128, Examples/Sec = 7987.61, Accuracy = 0.07, Loss = 2.304
[2019-11-27 13:37] Train Step 3930/4000, Batch Size = 128, Examples/Sec = 5648.42, Accuracy = 0.10, Loss = 2.307
[2019-11-27 13:37] Train Step 3940/4000, Batch Size = 128, Examples/Sec = 7999.03, Accuracy = 0.09, Loss = 2.310
[2019-11-27 13:37] Train Step 3950/4000, Batch Size = 128, Examples/Sec = 7981.67, Accuracy = 0.09, Loss = 2.307
[2019-11-27 13:37] Train Step 3960/4000, Batch Size = 128, Examples/Sec = 7968.75, Accuracy = 0.09, Loss = 2.319
[2019-11-27 13:37] Train Step 3970/4000, Batch Size = 128, Examples/Sec = 7973.49, Accuracy = 0.15, Loss = 2.294
[2019-11-27 13:37] Train Step 3980/4000, Batch Size = 128, Examples/Sec = 6298.12, Accuracy = 0.07, Loss = 2.311
[2019-11-27 13:37] Train Step 3990/4000, Batch Size = 128, Examples/Sec = 6275.60, Accuracy = 0.08, Loss = 2.308
[2019-11-27 13:37] Train Step 4000/4000, Batch Size = 128, Examples/Sec = 6398.10, Accuracy = 0.11, Loss = 2.315
Iteration 3 with T: 31
[2019-11-27 13:37] Train Step 0000/4000, Batch Size = 128, Examples/Sec = 5938.90, Accuracy = 0.06, Loss = 2.510
[2019-11-27 13:37] Train Step 0010/4000, Batch Size = 128, Examples/Sec = 6292.96, Accuracy = 0.08, Loss = 2.353
[2019-11-27 13:37] Train Step 0020/4000, Batch Size = 128, Examples/Sec = 7981.90, Accuracy = 0.09, Loss = 2.370
[2019-11-27 13:37] Train Step 0030/4000, Batch Size = 128, Examples/Sec = 7995.10, Accuracy = 0.12, Loss = 2.331
[2019-11-27 13:37] Train Step 0040/4000, Batch Size = 128, Examples/Sec = 7978.11, Accuracy = 0.10, Loss = 2.330
[2019-11-27 13:37] Train Step 0050/4000, Batch Size = 128, Examples/Sec = 7952.94, Accuracy = 0.12, Loss = 2.367
[2019-11-27 13:37] Train Step 0060/4000, Batch Size = 128, Examples/Sec = 7974.79, Accuracy = 0.15, Loss = 2.286
[2019-11-27 13:37] Train Step 0070/4000, Batch Size = 128, Examples/Sec = 6172.85, Accuracy = 0.12, Loss = 2.348
[2019-11-27 13:37] Train Step 0080/4000, Batch Size = 128, Examples/Sec = 6405.66, Accuracy = 0.07, Loss = 2.343
[2019-11-27 13:37] Train Step 0090/4000, Batch Size = 128, Examples/Sec = 7988.32, Accuracy = 0.11, Loss = 2.358
[2019-11-27 13:37] Train Step 0100/4000, Batch Size = 128, Examples/Sec = 7987.13, Accuracy = 0.09, Loss = 2.315
[2019-11-27 13:37] Train Step 0110/4000, Batch Size = 128, Examples/Sec = 6233.34, Accuracy = 0.13, Loss = 2.331
[2019-11-27 13:37] Train Step 0120/4000, Batch Size = 128, Examples/Sec = 7998.43, Accuracy = 0.12, Loss = 2.287
[2019-11-27 13:37] Train Step 0130/4000, Batch Size = 128, Examples/Sec = 5964.90, Accuracy = 0.10, Loss = 2.319
[2019-11-27 13:37] Train Step 0140/4000, Batch Size = 128, Examples/Sec = 8005.71, Accuracy = 0.11, Loss = 2.329
[2019-11-27 13:37] Train Step 0150/4000, Batch Size = 128, Examples/Sec = 6079.67, Accuracy = 0.06, Loss = 2.305
[2019-11-27 13:37] Train Step 0160/4000, Batch Size = 128, Examples/Sec = 7978.82, Accuracy = 0.12, Loss = 2.332
[2019-11-27 13:37] Train Step 0170/4000, Batch Size = 128, Examples/Sec = 6428.74, Accuracy = 0.09, Loss = 2.322
[2019-11-27 13:37] Train Step 0180/4000, Batch Size = 128, Examples/Sec = 6347.64, Accuracy = 0.09, Loss = 2.322
[2019-11-27 13:37] Train Step 0190/4000, Batch Size = 128, Examples/Sec = 7996.65, Accuracy = 0.14, Loss = 2.333
[2019-11-27 13:37] Train Step 0200/4000, Batch Size = 128, Examples/Sec = 7981.07, Accuracy = 0.14, Loss = 2.335
[2019-11-27 13:37] Train Step 0210/4000, Batch Size = 128, Examples/Sec = 7946.11, Accuracy = 0.09, Loss = 2.305
[2019-11-27 13:37] Train Step 0220/4000, Batch Size = 128, Examples/Sec = 6271.86, Accuracy = 0.16, Loss = 2.262
[2019-11-27 13:37] Train Step 0230/4000, Batch Size = 128, Examples/Sec = 6358.69, Accuracy = 0.11, Loss = 2.346
[2019-11-27 13:37] Train Step 0240/4000, Batch Size = 128, Examples/Sec = 7974.91, Accuracy = 0.10, Loss = 2.329
[2019-11-27 13:37] Train Step 0250/4000, Batch Size = 128, Examples/Sec = 7988.56, Accuracy = 0.10, Loss = 2.312
[2019-11-27 13:37] Train Step 0260/4000, Batch Size = 128, Examples/Sec = 7974.08, Accuracy = 0.09, Loss = 2.343
[2019-11-27 13:37] Train Step 0270/4000, Batch Size = 128, Examples/Sec = 6281.18, Accuracy = 0.12, Loss = 2.318
[2019-11-27 13:37] Train Step 0280/4000, Batch Size = 128, Examples/Sec = 6085.52, Accuracy = 0.12, Loss = 2.319
[2019-11-27 13:37] Train Step 0290/4000, Batch Size = 128, Examples/Sec = 8014.08, Accuracy = 0.10, Loss = 2.310
[2019-11-27 13:37] Train Step 0300/4000, Batch Size = 128, Examples/Sec = 6218.03, Accuracy = 0.09, Loss = 2.317
[2019-11-27 13:37] Train Step 0310/4000, Batch Size = 128, Examples/Sec = 5952.40, Accuracy = 0.12, Loss = 2.326
[2019-11-27 13:37] Train Step 0320/4000, Batch Size = 128, Examples/Sec = 7965.92, Accuracy = 0.10, Loss = 2.316
[2019-11-27 13:37] Train Step 0330/4000, Batch Size = 128, Examples/Sec = 6256.65, Accuracy = 0.10, Loss = 2.333
[2019-11-27 13:37] Train Step 0340/4000, Batch Size = 128, Examples/Sec = 6241.16, Accuracy = 0.12, Loss = 2.318
[2019-11-27 13:37] Train Step 0350/4000, Batch Size = 128, Examples/Sec = 7991.65, Accuracy = 0.10, Loss = 2.343
[2019-11-27 13:37] Train Step 0360/4000, Batch Size = 128, Examples/Sec = 7979.41, Accuracy = 0.08, Loss = 2.319
[2019-11-27 13:37] Train Step 0370/4000, Batch Size = 128, Examples/Sec = 6277.58, Accuracy = 0.07, Loss = 2.331
[2019-11-27 13:37] Train Step 0380/4000, Batch Size = 128, Examples/Sec = 7974.79, Accuracy = 0.12, Loss = 2.313
[2019-11-27 13:37] Train Step 0390/4000, Batch Size = 128, Examples/Sec = 8016.11, Accuracy = 0.08, Loss = 2.370
[2019-11-27 13:37] Train Step 0400/4000, Batch Size = 128, Examples/Sec = 6361.11, Accuracy = 0.06, Loss = 2.339
[2019-11-27 13:37] Train Step 0410/4000, Batch Size = 128, Examples/Sec = 8297.98, Accuracy = 0.11, Loss = 2.307
[2019-11-27 13:37] Train Step 0420/4000, Batch Size = 128, Examples/Sec = 6283.38, Accuracy = 0.07, Loss = 2.307
[2019-11-27 13:37] Train Step 0430/4000, Batch Size = 128, Examples/Sec = 7972.07, Accuracy = 0.11, Loss = 2.306
[2019-11-27 13:37] Train Step 0440/4000, Batch Size = 128, Examples/Sec = 7974.91, Accuracy = 0.18, Loss = 2.302
[2019-11-27 13:37] Train Step 0450/4000, Batch Size = 128, Examples/Sec = 6434.14, Accuracy = 0.09, Loss = 2.331
[2019-11-27 13:37] Train Step 0460/4000, Batch Size = 128, Examples/Sec = 7981.79, Accuracy = 0.09, Loss = 2.307
[2019-11-27 13:37] Train Step 0470/4000, Batch Size = 128, Examples/Sec = 6793.34, Accuracy = 0.10, Loss = 2.325
[2019-11-27 13:37] Train Step 0480/4000, Batch Size = 128, Examples/Sec = 7991.65, Accuracy = 0.06, Loss = 2.358
[2019-11-27 13:37] Train Step 0490/4000, Batch Size = 128, Examples/Sec = 7969.94, Accuracy = 0.09, Loss = 2.337
[2019-11-27 13:37] Train Step 0500/4000, Batch Size = 128, Examples/Sec = 5840.51, Accuracy = 0.10, Loss = 2.312
[2019-11-27 13:37] Train Step 0510/4000, Batch Size = 128, Examples/Sec = 7976.09, Accuracy = 0.05, Loss = 2.309
[2019-11-27 13:37] Train Step 0520/4000, Batch Size = 128, Examples/Sec = 6345.92, Accuracy = 0.09, Loss = 2.327
[2019-11-27 13:37] Train Step 0530/4000, Batch Size = 128, Examples/Sec = 6125.59, Accuracy = 0.11, Loss = 2.323
[2019-11-27 13:37] Train Step 0540/4000, Batch Size = 128, Examples/Sec = 8046.75, Accuracy = 0.09, Loss = 2.329
[2019-11-27 13:37] Train Step 0550/4000, Batch Size = 128, Examples/Sec = 7990.34, Accuracy = 0.12, Loss = 2.288
[2019-11-27 13:37] Train Step 0560/4000, Batch Size = 128, Examples/Sec = 7959.78, Accuracy = 0.11, Loss = 2.307
[2019-11-27 13:37] Train Step 0570/4000, Batch Size = 128, Examples/Sec = 8013.12, Accuracy = 0.09, Loss = 2.307
[2019-11-27 13:37] Train Step 0580/4000, Batch Size = 128, Examples/Sec = 7995.10, Accuracy = 0.12, Loss = 2.301
[2019-11-27 13:37] Train Step 0590/4000, Batch Size = 128, Examples/Sec = 6156.64, Accuracy = 0.11, Loss = 2.308
[2019-11-27 13:37] Train Step 0600/4000, Batch Size = 128, Examples/Sec = 6145.15, Accuracy = 0.07, Loss = 2.321
[2019-11-27 13:37] Train Step 0610/4000, Batch Size = 128, Examples/Sec = 7990.10, Accuracy = 0.13, Loss = 2.306
[2019-11-27 13:37] Train Step 0620/4000, Batch Size = 128, Examples/Sec = 6271.20, Accuracy = 0.11, Loss = 2.309
[2019-11-27 13:37] Train Step 0630/4000, Batch Size = 128, Examples/Sec = 7987.25, Accuracy = 0.12, Loss = 2.301
[2019-11-27 13:37] Train Step 0640/4000, Batch Size = 128, Examples/Sec = 7980.96, Accuracy = 0.16, Loss = 2.287
[2019-11-27 13:37] Train Step 0650/4000, Batch Size = 128, Examples/Sec = 7986.30, Accuracy = 0.03, Loss = 2.342
[2019-11-27 13:37] Train Step 0660/4000, Batch Size = 128, Examples/Sec = 7979.41, Accuracy = 0.09, Loss = 2.323
[2019-11-27 13:37] Train Step 0670/4000, Batch Size = 128, Examples/Sec = 7973.84, Accuracy = 0.08, Loss = 2.338
[2019-11-27 13:37] Train Step 0680/4000, Batch Size = 128, Examples/Sec = 6047.82, Accuracy = 0.11, Loss = 2.313
[2019-11-27 13:37] Train Step 0690/4000, Batch Size = 128, Examples/Sec = 7995.22, Accuracy = 0.11, Loss = 2.299
[2019-11-27 13:37] Train Step 0700/4000, Batch Size = 128, Examples/Sec = 7972.54, Accuracy = 0.13, Loss = 2.297
[2019-11-27 13:37] Train Step 0710/4000, Batch Size = 128, Examples/Sec = 8002.73, Accuracy = 0.06, Loss = 2.345
[2019-11-27 13:37] Train Step 0720/4000, Batch Size = 128, Examples/Sec = 6549.44, Accuracy = 0.13, Loss = 2.310
[2019-11-27 13:37] Train Step 0730/4000, Batch Size = 128, Examples/Sec = 6340.82, Accuracy = 0.09, Loss = 2.319
[2019-11-27 13:37] Train Step 0740/4000, Batch Size = 128, Examples/Sec = 6271.56, Accuracy = 0.12, Loss = 2.284
[2019-11-27 13:37] Train Step 0750/4000, Batch Size = 128, Examples/Sec = 7962.61, Accuracy = 0.07, Loss = 2.320
